,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena,Od centra
92,Beograd,Zemun,Zemun polje,akrobate aleksica,Stan,60.0,2,CG,3,4,50000,11.58700771
93,Beograd,Zemun,Zemun polje,akrobate aleksica,Stan,32.0,1,CG,2,4,28500,11.58700771
94,Beograd,Zemun,Zemun polje,akrobate aleksica,Stan,32.0,1,CG,2,4,28500,11.58700771
95,Beograd,Zemun,Gornji grad,alaska,Stan,118.0,4,EG,4,4,85000,6.58405601
96,Beograd,Zemun,Gornji grad,alaska,Stan,118.0,4,EG,4,4,85000,6.58405601
97,Beograd,Zemun,Gornji grad,alaska,Stan,120.0,4,EG,4,4,84900,6.58405601
98,Beograd,Zemun,Gornji grad,alaska,Stan,40.0,1,TA,1,4,39000,6.58405601
99,Beograd,Palilula,Hadžipopovac,albanske spomenice,Stan,74.0,3,CG,4,4,120000,1.829544166
100,Beograd,Palilula,Cviji?eva,albanske spomenice,Stan,35.0,1,CG,1,2,39000,1.829544166
101,Beograd,Palilula,Cviji?eva,albanske spomenice,Stan,35.0,1,CG,1,2,39000,1.829544166
102,Beograd,Palilula,Cviji?eva,albanske spomenice,Stan,35.0,1,CG,1,2,39000,1.829544166
103,Beograd,Palilula,Profesorska kolonija,albanske spomenice,Stan,33.0,1,CG,3,14,54000,1.829544166
104,Beograd,Novi Beograd,Ledine,albrehta direra,Stan,45.0,2.5,EG,2,3,43000,5.319703206
105,Beograd,Obrenovac,Obrenovac (mesto),aleksandra ace simovica,Stan,33.0,1,CG,3,3,20000,23.89653013
106,Beograd,Zvezdara,Mirijevo,aleksandra belica,Stan,81.0,4,CG,VPR,4,75000,7.2078114939999995
107,Beograd,Zvezdara,Mirijevo,aleksandra belica,Stan,92.0,3.5,CG,1,5,82800,7.2078114939999995
108,Beograd,Palilula,Karaburma,aleksandra fleminga,Stan,49.0,2.5,EG,PSUT,4,45000,4.713710427
109,Beograd,Savski venac,Dedinje,aleksandra tirnanica tirketa,Stan,135.0,3,CG,VPR,2,295000,4.683626384
110,Beograd,Vra?ar,Slavija,alekse nenadovica,Stan,66.0,2,CG,3,3,126000,1.293329687
111,Beograd,Novi Beograd,Hotel Jugoslavija,aleksinackih rudara,Stan,62.0,2,CG,VPR,5,74900,3.8091264469999997
112,Beograd,Novi Beograd,Hotel Jugoslavija,aleksinackih rudara,Stan,36.0,1,CG,1,4,75000,3.8091264469999997
113,Beograd,Novi Beograd,Stari Merkator,aleksinackih rudara,Stan,86.0,3.5,CG,4,8,109000,3.8091264469999997
114,Beograd,Novi Beograd,Stari Merkator,aleksinackih rudara,Stan,66.0,2,CG,4,4,95000,3.8091264469999997
115,Beograd,Novi Beograd,Hotel Jugoslavija,aleksinackih rudara,Stan,48.0,2,CG,4,4,72000,3.8091264469999997
116,Beograd,Novi Beograd,Hotel Jugoslavija,aleksinackih rudara,Stan,48.0,2,CG,4,4,72000,3.8091264469999997
117,Beograd,?ukarica,Filmski grad,aljehinova,Stan,78.0,3,CG,1,5,88000,5.319703206
118,Beograd,?ukarica,Filmski grad,aljehinova,Stan,93.0,3.5,CG,VPR,4,98000,5.319703206
119,Beograd,Savski venac,Senjak,andre nikolica,Stan,30.0,1,TA,1,1,40000,2.8605944
120,Beograd,?ukarica,Filmski grad,ane ahmetove,Stan,91.0,3.5,CG,VPR,4,98000,5.319703206
121,Beograd,?ukarica,Filmski grad,ane ahmetove,Stan,91.0,3.5,CG,VPR,4,98000,5.319703206
122,Beograd,?ukarica,Filmski grad,ane ahmetove,Stan,91.0,3.5,CG,VPR,4,105000,5.319703206
123,Beograd,Palilula,Karaburma,ane frank,Stan,50.0,1.5,TA,PR,4,45000,5.319703206
124,Beograd,Palilula,Karaburma,ane frank,Stan,50.0,1.5,TA,PR,4,45000,5.319703206
125,Beograd,Palilula,Kotež,anke matic,Stan,59.0,3.5,EG,1,2,61800,2.9057057910000004
126,Beograd,Zvezdara,Gradska bolnica,ante bogicevica,Stan,60.0,3,CG,PR,6,82000,3.3629909860000002
127,Beograd,Zvezdara,Gradska bolnica,ante bogicevica,Stan,60.0,3,CG,PR,6,82000,3.3629909860000002
128,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,76.0,2.5,CG,2,6,115900,2.841751393
129,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,53.0,3.5,CG,1,7,83900,2.841751393
130,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,76.0,2.5,CG,2,6,115900,2.841751393
131,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,86.0,3,CG,1,6,145000,2.841751393
132,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,61.0,2,CG,5,7,129900,2.841751393
133,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,58.0,2,CG,3,7,104000,2.841751393
134,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,61.0,2,CG,5,7,129900,2.841751393
135,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,77.0,2.5,CG,2,6,116000,2.841751393
136,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,96.0,3,CG,3,6,150000,2.841751393
137,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,61.0,2,CG,5,7,129900,2.841751393
138,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,85.0,3,CG,1,5,150000,2.841751393
139,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,72.0,2.5,CG,4,6,120000,2.841751393
140,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,107.0,4,CG,7,7,180000,2.841751393
141,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,58.0,2,CG,3,7,104000,2.841751393
142,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,110.0,4,CG,7,7,180000,2.841751393
143,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,61.0,2,CG,5,7,129900,2.841751393
144,Beograd,Novi Beograd,Blok 22,antofasisticke borbe,Stan,117.0,4,CG,6,6,210000,2.841751393
145,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,96.0,3,CG,3,6,150000,2.841751393
146,Beograd,Novi Beograd,Blok 22,antofasisticke borbe,Stan,112.0,4,CG,3,8,160000,2.841751393
147,Beograd,Novi Beograd,Blok 23,antofasisticke borbe,Stan,71.0,3,CG,4,5,92000,2.841751393
148,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,64.0,2.5,CG,1,6,83900,2.841751393
149,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,77.0,2.5,CG,2,6,116000,2.841751393
150,Beograd,Novi Beograd,Blok 22,antofasisticke borbe,Stan,117.0,4,CG,6,6,210000,2.841751393
151,Beograd,Novi Beograd,Arena,antofasisticke borbe,Stan,107.0,4,CG,7,7,180000,2.841751393
152,Beograd,Zemun,Zemun polje,antona klemencica,Stan,47.0,2,TA,VPR,2,35000,5.319703206
153,Beograd,?ukarica,Filmski grad,arcibalda rajsa,Stan,90.0,3,CG,3,4,109000,5.60118814
154,Beograd,?ukarica,Filmski grad,arcibalda rajsa,Stan,90.0,3,CG,3,4,109000,5.60118814
155,Beograd,?ukarica,Filmski grad,arhimadrita zelica,Stan,86.0,3.5,CG,PR,3,105000,5.319703206
156,Beograd,?ukarica,Filmski grad,arhimadrita zelica,Stan,86.0,3.5,CG,PR,3,105000,5.319703206
157,Beograd,?ukarica,Filmski grad,arhimandrita gerasima zelica,Stan,110.0,3,CG,4,5,100000,5.6233267179999995
158,Beograd,?ukarica,Filmski grad,arhimandrita gerasima zelica,Stan,78.0,3.5,CG,PR,4,85000,5.6233267179999995
159,Beograd,?ukarica,Filmski grad,arcibalda rajsa,Stan,82.0,3,Gas,2,3,86000,5.60118814
160,Beograd,?ukarica,Filmski grad,arcibalda rajsa,Stan,44.0,1.5,CG,PR,6,39000,5.60118814
161,Beograd,?ukarica,Filmski grad,arcibalda rajsa,Stan,49.0,2,CG,1,4,55000,5.60118814
162,Beograd,?ukarica,Filmski grad,arcibalda rajsa,Stan,34.0,1.5,TA,4,4,35000,5.60118814
163,Beograd,Zemun,Novi grad,atanasija pulje,Stan,43.0,1.5,TA,VPR,2,36000,7.070273311
164,Beograd,Zemun,Novi grad,atanasija pulje,Stan,48.0,2,TA,VPR,1,32000,7.070273311
165,Beograd,Zemun,Novi grad,atanasija pulje,Stan,48.0,2,TA,VPR,1,32000,7.070273311
166,Beograd,Zemun,Novi grad,atanasija pulje,Stan,48.0,2,TA,VPR,1,32000,7.070273311
167,Beograd,Savski venac,Dedinje,augusta cesarca,Stan,41.0,1.5,Norveški radijatori,1,3,69900,2.8665308539999996
168,Beograd,Savski venac,Dedinje,augusta cesarca,Stan,200.0,4,Gas,2,2,360000,2.8665308539999996
169,Beograd,Savski venac,Top?ider,augusta cesarca,Stan,165.0,4,EG,2,3,420000,2.8665308539999996
170,Beograd,Palilula,Kotež,augusta senoe,Stan,115.0,4,EG,2,2,55000,5.319703206
171,Beograd,Palilula,Kotež,augusta senoe,Stan,115.0,4,EG,2,2,55000,5.319703206
172,Beograd,?ukarica,Železnik,avalska,Stan,68.0,3.5,EG,VPR,4,58000,9.32873592
173,Beograd,?ukarica,Železnik,avalska,Stan,68.0,3.5,EG,VPR,4,58000,9.32873592
174,Beograd,?ukarica,Novi Železnik,avalska 5,Stan,62.0,2,EG,VPR,5,47000,9.32873592
175,Beograd,?ukarica,Novi Železnik,avalska 5,Stan,62.0,2,EG,VPR,5,47000,9.32873592
176,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,70.0,4,EG,1,4,93000,3.9970511839999996
177,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,65.0,3,TA,2,4,79000,2.297421965
178,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,65.0,3,TA,2,4,79000,2.297421965
179,Beograd,Savski venac,Centar,bircaninova,Stan,35.0,0.5,TA,4,5,67000,1.044840306
180,Beograd,Savski venac,Centar,bircaninova,Stan,35.0,0.5,TA,4,5,67000,1.044840306
181,Beograd,Grocka,Kalu?erica,bore stankovica br. 2,Stan,39.0,2,Norveški radijatori,1,3,27300,16.63131297
182,Beograd,Rakovica,Miljakovac,borska,Stan,49.0,1.5,CG,7,7,70000,5.323804126000001
183,Beograd,Voždovac,Bra?e Jerkovi?,brace jerkovic,Stan,62.0,2,CG,1,11,63000,4.28167233
184,Beograd,Voždovac,Bra?e Jerkovi?,brace jerkovic,Stan,62.0,2.5,CG,5,7,63000,4.28167233
185,Beograd,Voždovac,Bra?e Jerkovi?,brace jerkovic,Stan,62.0,2,CG,1,11,63000,4.28167233
186,Beograd,Voždovac,Bra?e Jerkovi?,brace jerkovic,Stan,75.0,3,EG,VPR,5,67900,4.28167233
187,Beograd,Zvezdara,Dimitrija Tucovi?a,brace ribnikar,Stan,47.0,2,TA,2,4,58500,2.111979629
188,Beograd,Zvezdara,Dimitrija Tucovi?a,brace ribnikar,Stan,47.0,2,TA,2,4,58500,2.111979629
189,Beograd,Voždovac,Medakovi? 3,brace srnic,Stan,92.0,2.5,CG,VPR,7,75000,5.0966097999999995
190,Beograd,Voždovac,Medakovi? 3,brace srnic,Stan,61.0,2.5,CG,6,8,67900,5.0966097999999995
191,Beograd,Novi Beograd,Blok 21,Bulevarz djindjica,Stan,62.0,2.5,CG,4,5,76000,3.702397015
192,Beograd,Novi Beograd,Blok 21,Bulevarz djindjica,Stan,62.0,2.5,CG,4,5,76000,3.702397015
193,Beograd,Novi Beograd,Blok 33,Bulevar zorana djindjica,Stan,81.0,3,CG,1,8,105000,3.422785442
194,Beograd,Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,92.0,3,CG,4,4,98000,1.4246842569999998
195,Beograd,Novi Beograd,Arena,bulevar dr. zorana djindjica,Stan,124.0,5,CG,3,5,204000,2.375794532
196,Beograd,Novi Beograd,Arena,Bulevar zorana djindjica,Stan,122.0,5,CG,4,6,245000,3.422785442
197,Beograd,Vra?ar,Kaleni? pijaca,baba visnjina,Stan,92.0,3.5,EG,2,4,186000,1.591746874
198,Beograd,Vra?ar,Kaleni? pijaca,baba visnjina,Stan,92.0,3.5,EG,2,4,186000,1.591746874
199,Beograd,Vra?ar,Kaleni? pijaca,baba visnjina,Stan,92.0,3.5,EG,2,4,194000,1.591746874
200,Beograd,Savski venac,Dedinje,baje pivljanina,Stan,167.0,4,EG,3,3,450000,3.7788919080000003
201,Beograd,Stari grad,Centar,balkanska,Stan,88.0,3,EG,6,6,117000,0.46115649799999997
202,Beograd,Savski venac,Balkanska,balkanska,Stan,88.0,3,CG,5,5,128000,0.46115649799999997
203,Beograd,Stari grad,Centar,balkanska,Stan,44.0,2,TA,PR,3,102000,0.46115649799999997
204,Beograd,Savski venac,Balkanska,balkanska,Stan,57.0,2,CG,1,4,87000,0.46115649799999997
205,Beograd,Savski venac,Balkanska,balkanska,Stan,38.0,1.5,CG,9,10,76000,0.46115649799999997
206,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,52.0,2,EG,PR,1,61500,3.9970511839999996
207,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,40.0,1.5,CG,PR,4,41000,3.9970511839999996
208,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,52.0,2,EG,1,4,61500,3.9970511839999996
209,Beograd,Zvezdara,Gradska bolnica,bana ivanisa,Stan,52.0,2,EG,1,4,61500,3.9970511839999996
210,Beograd,Zemun,Gornji grad,banjska,Stan,40.0,1.5,CG,8,20,49500,2.297421965
211,Beograd,Zemun,Gornji grad,banjska,Stan,71.0,2.5,CG,2,22,64000,2.297421965
212,Beograd,Zemun,Save Kova?evi?a,banjska,Stan,72.0,3.5,CG,10,22,65000,2.297421965
213,Beograd,Zemun,Gornji grad,banjska,Stan,71.0,2.5,CG,2,22,64000,2.297421965
214,Beograd,Zemun,Novi grad,banjska,Stan,73.0,2,CG,17,22,68000,2.297421965
215,Beograd,Zemun,Meandri,banjska,Stan,73.0,2.5,CG,17,22,70000,2.297421965
216,Beograd,Zemun,Novi grad,banjska,Stan,72.0,2,CG,7,22,75000,2.297421965
217,Beograd,Zemun,Gornji grad,banjska,Stan,40.0,1.5,CG,8,20,49500,2.297421965
218,Beograd,Savski venac,Dedinje,banjicki venac,Stan,62.0,2,TA,1,2,87000,2.8514458339999997
219,Beograd,Savski venac,Dedinje,banjicki venac,Stan,62.0,2,TA,1,2,87000,2.8514458339999997
220,Beograd,Savski venac,Senjak,banjickih zrtava,Stan,112.0,4,CG,3,4,280000,3.123283261
221,Beograd,Zvezdara,Bulevar kralja Aleksandra,banjska,Stan,65.0,2.5,EG,1,4,78000,2.297421965
222,Beograd,Zvezdara,?eram pijaca,banjska,Stan,65.0,2.5,Norveški radijatori,1,3,77900,2.297421965
223,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,61.0,2.5,Norveški radijatori,1,4,84000,2.297421965
224,Beograd,Zvezdara,?eram pijaca,banjska,Stan,60.0,2.5,CG,1,5,81000,2.297421965
225,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,65.0,2.5,Norveški radijatori,2,5,84500,2.297421965
226,Beograd,Zvezdara,Vukov Spomenik,banjska,Stan,61.0,2.5,Norveški radijatori,1,4,84000,2.297421965
227,Beograd,Zvezdara,?eram pijaca,banjska,Stan,65.0,2.5,EG,1,4,87750,2.297421965
228,Beograd,Zvezdara,?eram pijaca,banjska,Stan,65.0,2.5,EG,1,4,87750,2.297421965
229,Beograd,Zvezdara,Bulevar kralja Aleksandra,banjska,Stan,65.0,2.5,EG,1,4,78000,2.297421965
230,Beograd,Palilula,Bogoslovija,bata lakina,Stan,78.0,4,EG,VPR,3,66000,3.01707148
231,Beograd,Zemun,Sutjeska,backa,Stan,52.0,3,EG,1,3,62400,5.319703206
232,Beograd,Zemun,Sutjeska,backa,Stan,51.0,3,EG,1,3,61200,5.319703206
233,Beograd,Zemun,Meandri,backa,Stan,76.0,3,CG,1,7,80000,5.319703206
234,Beograd,Zemun,Novi grad,backa,Stan,63.0,3,EG,PR,3,48500,5.319703206
235,Beograd,Zemun,Meandri,backa,Stan,64.0,2,CG,4,6,60900,5.319703206
236,Beograd,Zemun,Meandri,backa,Stan,64.0,2,CG,4,6,60900,5.319703206
237,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,60.0,2.5,CG,4,11,75000,1.73626438
238,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,57.0,2.5,CG,10,16,60000,1.73626438
239,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,53.0,2,CG,6,12,74000,1.73626438
240,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,31.0,1,EG,1,2,41000,1.73626438
241,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,64.0,2,EG,1,1,100000,1.73626438
242,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,53.0,2,CG,6,12,74000,1.73626438
243,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,57.0,2.5,CG,10,16,60000,1.73626438
244,Beograd,Voždovac,Lekino brdo,bacvanska,Stan,53.0,2,CG,13,15,68500,1.73626438
245,Beograd,Voždovac,Konjarnik,begejska,Stan,49.0,1.5,CG,1,4,65000,5.319703206
246,Beograd,Voždovac,Konjarnik,begejska,Stan,49.0,1.5,CG,1,4,65000,5.319703206
247,Beograd,Zvezdara,Bulevar kralja Aleksandra,bekerelova,Stan,51.0,1.5,TA,VPR,2,46000,5.319703206
248,Beograd,Zvezdara,Bulevar kralja Aleksandra,bekerelova,Stan,70.0,2.5,EG,1,3,63000,5.319703206
249,Beograd,Zvezdara,Bulevar kralja Aleksandra,bekerelova,Stan,70.0,2.5,EG,1,3,63000,5.319703206
250,Beograd,Zvezdara,Bulevar kralja Aleksandra,bekerelova,Stan,51.0,1.5,TA,VPR,2,46000,5.319703206
251,Beograd,Zvezdara,Mali Mokri Lug,bekerelova,Stan,51.0,1.5,EG,VPR,3,46000,5.319703206
252,Beograd,Zvezdara,Mali Mokri Lug,bekerelova,Stan,51.0,1.5,EG,VPR,3,46000,5.319703206
253,Beograd,Palilula,Bor?a,bele bartok,Stan,57.0,2,CG,6,6,25000,5.003011498999999
254,Beograd,Palilula,Bor?a,bele bartok,Stan,57.0,2,CG,6,6,25000,5.003011498999999
255,Beograd,Palilula,Bor?a,bele bartok,Stan,75.0,3,CG,3,4,63000,5.003011498999999
256,Beograd,Palilula,Bor?a,bele bartok,Stan,75.0,3,CG,1,3,68000,5.003011498999999
257,Beograd,Palilula,Bor?a,bele bartok,Stan,57.0,2,CG,1,4,40500,5.003011498999999
258,Beograd,Palilula,Bor?a,bele bartok,Stan,75.0,3,CG,1,3,68000,5.003011498999999
259,Beograd,Palilula,Bor?a,bele bartok,Stan,58.0,2.5,CG,3,5,46000,5.003011498999999
260,Beograd,Palilula,Bor?a,bele bartok,Stan,75.0,3,CG,4,6,50000,5.003011498999999
261,Beograd,Palilula,Bor?a,bele bartok,Stan,75.0,3,CG,3,4,63000,5.003011498999999
262,Beograd,Palilula,Bor?a,bele bartok,Stan,75.0,3,CG,4,6,50000,5.003011498999999
263,Beograd,?ukarica,Bele vode,bele vode,Stan,50.0,2,EG,PR,3,42000,7.074705927999999
264,Beograd,Voždovac,Lekino brdo,belicka,Stan,45.0,2,EG,1,3,79200,5.319703206
265,Beograd,Voždovac,Lekino brdo,belicka,Stan,74.0,3.5,EG,VPR,3,128500,5.319703206
266,Beograd,Voždovac,Lekino brdo,belicka,Stan,72.0,3,EG,3,3,115200,5.319703206
267,Beograd,Voždovac,Lekino brdo,belicka,Stan,73.0,3,EG,2,3,108000,5.319703206
268,Beograd,Voždovac,Lekino brdo,belicka,Stan,46.0,1.5,EG,1,3,80300,5.319703206
269,Beograd,Voždovac,Lekino brdo,belicka,Stan,74.0,3.5,EG,VPR,3,128500,5.319703206
270,Beograd,Voždovac,Lekino brdo,belicka,Stan,72.0,3,EG,3,3,115200,5.319703206
271,Beograd,Voždovac,Lekino brdo,belicka,Stan,46.0,1.5,EG,1,3,80300,5.319703206
272,Beograd,Voždovac,Lekino brdo,belicka,Stan,73.0,3,EG,2,3,108000,5.319703206
273,Beograd,Voždovac,Lekino brdo,belicka,Stan,45.0,2,EG,1,3,79200,5.319703206
274,Beograd,?ukarica,Bele vode,belo vrelo,Stan,106.0,3,TA,1,2,126900,6.746390266000001
275,Beograd,?ukarica,Žarkovo,belog bagrema,Stan,78.0,3,EG,PR,3,55000,5.319703206
276,Beograd,Vra?ar,Slavija,beogradska,Stan,60.0,2,TA,VPR,4,99000,1.143065346
277,Beograd,Vra?ar,SC Vra?ar,beogradska,Stan,32.0,1,TA,4,6,65000,1.143065346
278,Beograd,Vra?ar,Beogradska,beogradska,Stan,60.0,2.5,EG,VPR,4,99000,1.143065346
279,Beograd,Vra?ar,Beogradska,beogradska,Stan,23.0,0.5,TA,6,6,51500,1.143065346
280,Beograd,Vra?ar,Slavija,beogradska,Stan,32.0,1,TA,4,6,64000,1.143065346
281,Beograd,Vra?ar,Slavija,beogradska,Stan,35.0,1.5,TA,4,6,70000,1.143065346
282,Beograd,Vra?ar,Slavija,beogradska,Stan,32.0,1,CG,4,6,70000,1.143065346
283,Beograd,Voždovac,Ripanj,beogradska,Stan,140.0,3,EG,PR,1,110000,1.143065346
284,Beograd,Vra?ar,Beogradska,beogradska,Stan,68.0,2.5,CG,1,6,136000,1.143065346
285,Beograd,?ukarica,Golf,beogradskih bataljona,Stan,100.0,4,CG,3,3,150000,4.815927287
286,Beograd,Novi Beograd,Ledine,beogradskih graditelja,Stan,50.0,2.5,EG,VPR,3,41500,4.22250245
287,Beograd,Novi Beograd,Ledine,beogradskih graditelja,Stan,50.0,2.5,EG,VPR,3,41500,4.22250245
288,Beograd,Voždovac,Banjica,beranska,Stan,37.0,1.5,EG,5,5,36000,4.973187406
289,Beograd,Voždovac,Banjica,beranska,Stan,37.0,1.5,EG,5,5,36000,4.973187406
290,Beograd,Novi Beograd,Ledine,beracka,Stan,41.0,1.5,EG,VPR,3,33000,0.857148342
291,Beograd,Novi Beograd,Ledine,beracka,Stan,48.0,1.5,EG,VPR,2,33000,0.857148342
292,Beograd,Zemun,Zemun polje,bertranda rasela,Stan,65.0,2.5,CG,1,6,41000,4.692797887
293,Beograd,Zemun,Zemun polje,bertranda rasela,Stan,65.0,2,CG,1,6,43500,4.692797887
294,Beograd,Zemun,Zemun polje,bertranda rasela,Stan,65.0,2.5,CG,1,6,41000,4.692797887
295,Beograd,Zemun,Batajnica,bihacka,Stan,59.0,2,CG,3,4,44000,5.319703206
296,Beograd,Zemun,Batajnica,bihacka,Stan,59.0,2,CG,3,4,44000,5.319703206
297,Beograd,Zemun,Batajnica,bihacka,Stan,55.0,2,CG,3,4,43000,5.319703206
298,Beograd,Voždovac,Hotel M,bilecka,Stan,94.0,3,CG,1,3,150000,12.23556573
299,Beograd,Voždovac,Hotel M,bilecka,Stan,29.0,2,CG,PSUT,2,30000,12.23556573
300,Beograd,Voždovac,Centar,bilecka,Stan,94.0,4,CG,1,3,150000,12.23556573
301,Beograd,Voždovac,Centar,bilecka,Stan,43.0,1.5,CG,1,4,59000,12.23556573
302,Beograd,Voždovac,Hotel M,bilecka,Stan,58.0,3,CG,VPR,2,96000,12.23556573
303,Beograd,Voždovac,Centar,bilecka,Stan,155.0,4,CG,1,2,271000,12.23556573
304,Beograd,Voždovac,Centar,bilecka,Stan,43.0,1.5,CG,1,4,59000,12.23556573
305,Beograd,Voždovac,Centar,bilecka,Stan,94.0,4,CG,1,3,150000,12.23556573
306,Beograd,Savski venac,Kneza Miloša,bircaninova,Stan,52.0,2,TA,PR,5,73000,1.044840306
307,Beograd,Savski venac,Kneza Miloša,bircaninova,Stan,52.0,2,TA,PR,5,73000,1.044840306
308,Beograd,Palilula,Hadžipopovac,bistricka,Stan,132.0,3.5,EG,2,2,220000,1.8632344730000001
309,Beograd,?ukarica,Cerak,bitoljska,Stan,25.0,0.5,Norveški radijatori,2,3,25000,6.640065143999999
310,Beograd,?ukarica,Žarkovo,bitoljska,Stan,92.0,3,CG,2,2,71000,6.640065143999999
311,Beograd,?ukarica,Žarkovo,bitoljska,Stan,92.0,3,CG,2,2,71000,6.640065143999999
312,Beograd,?ukarica,Žarkovo,bitoljska,Stan,35.0,1,CG,3,3,39000,6.640065143999999
313,Beograd,?ukarica,Žarkovo,bitoljska,Stan,44.0,1,CG,1,2,49000,6.640065143999999
314,Beograd,?ukarica,Žarkovo,bitoljska,Stan,94.0,4,Gas,3,4,80000,6.640065143999999
315,Beograd,?ukarica,Cerak,bitoljska,Stan,25.0,0.5,Norveški radijatori,2,3,25000,6.640065143999999
316,Beograd,?ukarica,Cerak,bitoljska,Stan,90.0,4,Gas,4,5,79000,6.640065143999999
317,Beograd,?ukarica,Cerak,bitoljska,Stan,85.0,3.5,CG,1,2,83000,6.640065143999999
318,Beograd,?ukarica,Žarkovo,bitoljska,Stan,94.0,4,Gas,3,4,80000,6.640065143999999
319,Beograd,?ukarica,Žarkovo,bitoljska,Stan,44.0,1,CG,1,2,49000,6.640065143999999
320,Beograd,?ukarica,Cerak,bitoljska,Stan,85.0,4,Gas,3,4,79000,6.640065143999999
321,Beograd,?ukarica,Cerak,bitoljska,Stan,85.0,4,Gas,3,4,79000,6.640065143999999
322,Beograd,?ukarica,Cerak,bitoljska,Stan,91.0,3,CG,2,2,66000,6.640065143999999
323,Beograd,?ukarica,Žarkovo,bitoljska,Stan,35.0,1,CG,3,3,39000,6.640065143999999
324,Beograd,?ukarica,Cerak,bitoljska,Stan,91.0,3,CG,2,2,66000,6.640065143999999
325,Beograd,Voždovac,Konjarnik,blagajska,Stan,47.0,1,CG,VPR,4,53900,4.9452626319999995
326,Beograd,Zvezdara,Zvezdara 2,blagajska,Stan,47.0,1.5,CG,3,4,54000,4.9452626319999995
327,Beograd,Voždovac,Konjarnik,blagajska,Stan,47.0,1,CG,VPR,4,53900,4.9452626319999995
328,Beograd,?ukarica,Banovo brdo,blagoja parovica,Stan,47.0,2,EG,4,6,55000,5.040917317
329,Beograd,?ukarica,Banovo brdo,blagoja parovica,Stan,53.0,2,CG,5,5,48000,5.040917317
330,Beograd,?ukarica,Banovo brdo,blagoja parovica,Stan,53.0,2,CG,5,5,48000,5.040917317
331,Beograd,?ukarica,Banovo brdo,blagoja parovica,Stan,33.0,1.5,TA,PR,4,21500,5.040917317
332,Beograd,?ukarica,Banovo brdo,blagoja parovica,Stan,47.0,2,EG,4,6,55000,5.040917317
333,Beograd,Novi Beograd,Bežanijska kosa 3,blaza popivode,Stan,84.0,3,TA,VPR,1,79000,5.319703206
334,Beograd,Novi Beograd,Bežanijska kosa 3,blaza popivode,Stan,89.0,3,TA,VPR,1,79000,5.319703206
335,Beograd,Novi Beograd,Bežanijska kosa 1,blaza popivode,Stan,89.0,3,TA,VPR,1,79000,5.319703206
336,Beograd,Savski venac,Prokop,blizina zvecanske,Stan,64.0,2.5,CG,1,3,112000,5.319703206
337,Beograd,Novi Beograd,Blok 44 (TC Piramida),"blok 44, do save",Stan,125.0,5,EG,6,7,160000,2.3524019369999998
338,Beograd,Rakovica,Miljakovac,bogdana zerajica,Stan,72.0,3,CG,3,9,62900,5.731115717000001
339,Beograd,Rakovica,Miljakovac,bogdana zerajica,Stan,65.0,3,CG,PR,8,70000,5.731115717000001
340,Beograd,Rakovica,Miljakovac,bogdana zerajica,Stan,72.0,3,CG,3,9,62900,5.731115717000001
341,Beograd,Rakovica,Miljakovac,bogdana zerajica,Stan,59.0,1.5,EG,PTK,4,64900,5.731115717000001
342,Beograd,Rakovica,Miljakovac,bogdana zerajica,Stan,59.0,1.5,EG,PTK,4,64900,5.731115717000001
